Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Match URLs
U.A.E.,New Zealand,New Zealand,32 runs,Dubai (DICS),"Aug 20, 2023",T20I # 2209,https://www.espncricinfo.com/series/new-zealand-in-united-arab-emirates-2023-1377725/united-arab-emirates-vs-new-zealand-3rd-t20i-1377729/full-scorecard
Tanzania,Uganda,Uganda,6 wickets,Rwanda,"Aug 20, 2023",T20I # 2207,https://www.espncricinfo.com/series/east-africa-cup-2023-1393305/tanzania-vs-uganda-2nd-match-1393310/full-scorecard
Romania,Malta,Romania,6 runs,Ilfov County,"Aug 20, 2023",T20I # 2206,https://www.espncricinfo.com/series/continental-cup-2023-1391323/romania-vs-malta-final-1391337/full-scorecard
Rwanda,Uganda,Uganda,40 runs,Rwanda,"Aug 20, 2023",T20I # 2205,https://www.espncricinfo.com/series/east-africa-cup-2023-1393305/rwanda-vs-uganda-1st-match-1393309/full-scorecard
Romania,Malta,Romania,9 wickets,Ilfov County,"Aug 20, 2023",T20I # 2204,https://www.espncricinfo.com/series/continental-cup-2023-1391323/romania-vs-malta-qualifier-1391336/full-scorecard
U.A.E.,New Zealand,U.A.E.,7 wickets,Dubai (DICS),"Aug 19, 2023",T20I # 2203,https://www.espncricinfo.com/series/new-zealand-in-united-arab-emirates-2023-1377725/united-arab-emirates-vs-new-zealand-2nd-t20i-1377728/full-scorecard
Romania,Malta,Romania,3 wickets,Ilfov County,"Aug 19, 2023",T20I # 2202,https://www.espncricinfo.com/series/continental-cup-2023-1391323/romania-vs-malta-6th-match-1391335/full-scorecard
Romania,Malta,Malta,4 wickets,Ilfov County,"Aug 19, 2023",T20I # 2201,https://www.espncricinfo.com/series/continental-cup-2023-1391323/romania-vs-malta-4th-match-1391333/full-scorecard
Ireland,India,India,2 runs,Dublin (Malahide),"Aug 18, 2023",T20I # 2200,https://www.espncricinfo.com/series/india-in-ireland-2023-1384631/ireland-vs-india-1st-t20i-1384634/full-scorecard
Romania,Malta,Malta,8 wickets,Ilfov County,"Aug 18, 2023",T20I # 2199,https://www.espncricinfo.com/series/continental-cup-2023-1391323/romania-vs-malta-3rd-match-1391332/full-scorecard
U.A.E.,New Zealand,New Zealand,19 runs,Dubai (DICS),"Aug 17, 2023",T20I # 2198,https://www.espncricinfo.com/series/new-zealand-in-united-arab-emirates-2023-1377725/united-arab-emirates-vs-new-zealand-1st-t20i-1377727/full-scorecard
Germany,Guernsey,Guernsey,10 runs,Deventer,"Aug 15, 2023",T20I # 2197,https://www.espncricinfo.com/series/germany-in-netherlands-2023-1381441/germany-vs-guernsey-3rd-t20i-1387245/full-scorecard
Germany,Guernsey,Guernsey,5 wickets,Deventer,"Aug 14, 2023",T20I # 2196,https://www.espncricinfo.com/series/guernsey-in-netherlands-2023-1387238/germany-vs-guernsey-2nd-t20i-1387244/full-scorecard
Germany,Guernsey,Germany,9 wickets,Deventer,"Aug 14, 2023",T20I # 2195,https://www.espncricinfo.com/series/germany-in-netherlands-2023-1381441/germany-vs-guernsey-1st-t20i-1387243/full-scorecard
India,West Indies,West Indies,8 wickets,Lauderhill,"Aug 13, 2023",T20I # 2194,https://www.espncricinfo.com/series/india-in-west-indies-2023-1381201/india-vs-west-indies-5th-t20i-1381221/full-scorecard
India,West Indies,India,9 wickets,Lauderhill,"Aug 12, 2023",T20I # 2193,https://www.espncricinfo.com/series/india-in-west-indies-2023-1381201/india-vs-west-indies-4th-t20i-1381220/full-scorecard
West Indies,India,India,7 wickets,Providence,"Aug 8, 2023",T20I # 2192,https://www.espncricinfo.com/series/india-in-west-indies-2023-1381201/west-indies-vs-india-3rd-t20i-1381219/full-scorecard
West Indies,India,West Indies,2 wickets,Providence,"Aug 6, 2023",T20I # 2191,https://www.espncricinfo.com/series/india-in-west-indies-2023-1381201/west-indies-vs-india-2nd-t20i-1381218/full-scorecard
Hungary,Croatia,Hungary,7 wickets,Szodliget,"Aug 6, 2023",T20I # 2190,https://www.espncricinfo.com/series/croatia-tour-of-hungary-2023-1390165/hungary-vs-croatia-3rd-match-1390169/full-scorecard
Hungary,Croatia,Hungary,145 runs,Szodliget,"Aug 5, 2023",T20I # 2189,https://www.espncricinfo.com/series/croatia-tour-of-hungary-2023-1390165/hungary-vs-croatia-1st-match-1390167/full-scorecard
West Indies,India,West Indies,4 runs,Tarouba,"Aug 3, 2023",T20I # 2188,https://www.espncricinfo.com/series/india-in-west-indies-2023-1381201/west-indies-vs-india-1st-t20i-1381217/full-scorecard
Malaysia,Thailand,Malaysia,7 wickets,Kuala Lumpur,"Aug 1, 2023",T20I # 2187,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-thailand-10th-match-1383110/full-scorecard
China,Myanmar,China,5 wickets,Kuala Lumpur,"Jul 31, 2023",T20I # 2186,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/china-vs-myanmar-9th-match-1383109/full-scorecard
Bhutan,Thailand,Thailand,8 wickets,Kuala Lumpur,"Jul 31, 2023",T20I # 2185,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-thailand-8th-match-1383108/full-scorecard
Malaysia,Myanmar,Malaysia,184 runs,Kuala Lumpur,"Jul 30, 2023",T20I # 2184,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-myanmar-7th-match-1383107/full-scorecard
Bhutan,China,Bhutan,95 runs,Kuala Lumpur,"Jul 30, 2023",T20I # 2183,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-china-6th-match-1383106/full-scorecard
P.N.G.,Japan,P.N.G.,6 wickets,Port Moresby,"Jul 29, 2023",T20I # 2182,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-japan-12th-match-1383100/full-scorecard
Philippines,Vanuatu,Vanuatu,3 wickets,Port Moresby,"Jul 29, 2023",T20I # 2181,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/philippines-vs-vanuatu-11th-match-1383099/full-scorecard
Scotland,Ireland,Scotland,8 runs,Edinburgh,"Jul 28, 2023",T20I # 2180,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-ireland-21st-match-1383088/full-scorecard
Germany,Italy,Italy,4 wickets,Edinburgh,"Jul 28, 2023",T20I # 2178,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/germany-vs-italy-19th-match-1383086/full-scorecard
Denmark,Jersey,Jersey,28 runs,Edinburgh (Golden),"Jul 28, 2023",T20I # 2179,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-jersey-20th-match-1383087/full-scorecard
P.N.G.,Philippines,P.N.G.,100 runs,Port Moresby,"Jul 28, 2023",T20I # 2177,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-philippines-10th-match-1383098/full-scorecard
Myanmar,Thailand,Thailand,101 runs,Kuala Lumpur,"Jul 28, 2023",T20I # 2176,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/myanmar-vs-thailand-5th-match-1383105/full-scorecard
Japan,Vanuatu,Vanuatu,5 wickets,Port Moresby,"Jul 28, 2023",T20I # 2175,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-vanuatu-9th-match-1383097/full-scorecard
Scotland,Denmark,Scotland,33 runs,Edinburgh,"Jul 27, 2023",T20I # 2174,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-denmark-16th-match-1383083/full-scorecard
Malaysia,Bhutan,Malaysia,75 runs,Kuala Lumpur,"Jul 27, 2023",T20I # 2173,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-bhutan-4th-match-1383104/full-scorecard
China,Thailand,Thailand,9 wickets,Kuala Lumpur,"Jul 27, 2023",T20I # 2172,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/china-vs-thailand-3rd-match-1383103/full-scorecard
Bhutan,Myanmar,Bhutan,31 runs,Kuala Lumpur,"Jul 26, 2023",T20I # 2171,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/bhutan-vs-myanmar-2nd-match-1383102/full-scorecard
Japan,Philippines,Japan,33 runs,Port Moresby,"Jul 26, 2023",T20I # 2170,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-philippines-8th-match-1383096/full-scorecard
Malaysia,China,Malaysia,8 wickets,Kuala Lumpur,"Jul 26, 2023",T20I # 2169,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-asia-b-qualifier-2023-1383057/malaysia-vs-china-1st-match-1383101/full-scorecard
P.N.G.,Vanuatu,P.N.G.,39 runs,Port Moresby,"Jul 26, 2023",T20I # 2168,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-vanuatu-7th-match-1383095/full-scorecard
Germany,Jersey,Jersey,51 runs,Edinburgh,"Jul 25, 2023",T20I # 2167,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/germany-vs-jersey-15th-match-1383082/full-scorecard
Denmark,Italy,Italy,26 runs,Edinburgh,"Jul 25, 2023",T20I # 2165,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-italy-13th-match-1383080/full-scorecard
Scotland,Austria,Scotland,166 runs,Edinburgh (Golden),"Jul 25, 2023",T20I # 2166,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-austria-14th-match-1383081/full-scorecard
P.N.G.,Japan,P.N.G.,6 wickets,Port Moresby,"Jul 25, 2023",T20I # 2164,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-japan-6th-match-1383094/full-scorecard
Philippines,Vanuatu,Philippines,6 wickets,Port Moresby,"Jul 25, 2023",T20I # 2163,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/philippines-vs-vanuatu-5th-match-1383093/full-scorecard
Ireland,Jersey,Ireland,9 wickets,Edinburgh (Golden),"Jul 24, 2023",T20I # 2162,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/ireland-vs-jersey-12th-match-1383079/full-scorecard
Scotland,Italy,Scotland,155 runs,Edinburgh,"Jul 24, 2023",T20I # 2160,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-italy-10th-match-1383077/full-scorecard
Austria,Denmark,Denmark,8 wickets,Edinburgh (Golden),"Jul 24, 2023",T20I # 2161,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-denmark-11th-match-1383078/full-scorecard
Denmark,Germany,Germany,6 wickets,Edinburgh,"Jul 23, 2023",T20I # 2159,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-germany-9th-match-1383076/full-scorecard
Austria,Ireland,Ireland,128 runs,Edinburgh,"Jul 23, 2023",T20I # 2157,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-ireland-7th-match-1383074/full-scorecard
Italy,Jersey,Italy,25 runs,Edinburgh (Golden),"Jul 23, 2023",T20I # 2158,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/italy-vs-jersey-8th-match-1383075/full-scorecard
P.N.G.,Philippines,P.N.G.,117 runs,Port Moresby,"Jul 23, 2023",T20I # 2156,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-philippines-4th-match-1383092/full-scorecard
Japan,Vanuatu,Japan,21 runs,Port Moresby,"Jul 23, 2023",T20I # 2155,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-vanuatu-3rd-match-1383091/full-scorecard
P.N.G.,Vanuatu,P.N.G.,9 wickets,Port Moresby,"Jul 22, 2023",T20I # 2154,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/papua-new-guinea-vs-vanuatu-2nd-match-1383090/full-scorecard
Japan,Philippines,Japan,53 runs,Port Moresby,"Jul 22, 2023",T20I # 2153,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-east-asia-pacific-qlf-2023-1383050/japan-vs-philippines-1st-match-1383089/full-scorecard
Scotland,Jersey,Scotland,14 runs,Edinburgh,"Jul 21, 2023",T20I # 2152,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-jersey-6th-match-1383073/full-scorecard
Denmark,Ireland,Ireland,9 wickets,Edinburgh,"Jul 21, 2023",T20I # 2150,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/denmark-vs-ireland-4th-match-1383071/full-scorecard
Austria,Germany,Germany,9 wickets,Edinburgh (Golden),"Jul 21, 2023",T20I # 2151,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-germany-5th-match-1383072/full-scorecard
Scotland,Germany,Scotland,72 runs,Edinburgh (Golden),"Jul 20, 2023",T20I # 2149,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/scotland-vs-germany-3rd-match-1383070/full-scorecard
Austria,Jersey,Jersey,8 wickets,Edinburgh,"Jul 20, 2023",T20I # 2147,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/austria-vs-jersey-1st-match-1383068/full-scorecard
Ireland,Italy,Ireland,7 runs,Edinburgh (Golden),"Jul 20, 2023",T20I # 2148,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-europe-region-qualifier-2023-1383037/ireland-vs-italy-2nd-match-1383069/full-scorecard
Malta,Switzerland,Switzerland,6 wickets,Marsa,"Jul 16, 2023",T20I # 2146,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-switzerland-final-1384600/full-scorecard
Bangladesh,Afghanistan,Bangladesh,6 wickets,Sylhet,"Jul 16, 2023",T20I # 2145,https://www.espncricinfo.com/series/afghanistan-in-bangladesh-2023-1377001/bangladesh-vs-afghanistan-2nd-t20i-1377016/full-scorecard
Luxembourg,Romania,Romania,7 wickets,Marsa,"Jul 16, 2023",T20I # 2144,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/luxembourg-vs-romania-4th-place-play-off-1384599/full-scorecard
Malta,France,Malta,7 wickets,Marsa,"Jul 16, 2023",T20I # 2143,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-france-qualifier-1384598/full-scorecard
France,Luxembourg,Luxembourg,4 wickets,Marsa,"Jul 15, 2023",T20I # 2142,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/france-vs-luxembourg-10th-match-1384597/full-scorecard
Malta,Switzerland,Switzerland,6 wickets,Marsa,"Jul 15, 2023",T20I # 2141,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-switzerland-9th-match-1384596/full-scorecard
Luxembourg,Romania,Luxembourg,7 wickets,Marsa,"Jul 15, 2023",T20I # 2140,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/luxembourg-vs-romania-8th-match-1384595/full-scorecard
France,Switzerland,Switzerland,6 wickets,Marsa,"Jul 14, 2023",T20I # 2139,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/france-vs-switzerland-7th-match-1384594/full-scorecard
Bangladesh,Afghanistan,Bangladesh,2 wickets,Sylhet,"Jul 14, 2023",T20I # 2138,https://www.espncricinfo.com/series/afghanistan-in-bangladesh-2023-1377001/bangladesh-vs-afghanistan-1st-t20i-1377015/full-scorecard
Malta,Romania,Malta,41 runs,Marsa,"Jul 14, 2023",T20I # 2137,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-romania-6th-match-1384593/full-scorecard
Luxembourg,Switzerland,Switzerland,8 wickets,Marsa,"Jul 14, 2023",T20I # 2136,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/luxembourg-vs-switzerland-5th-match-1384592/full-scorecard
France,Romania,France,88 runs,Marsa,"Jul 13, 2023",T20I # 2135,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/france-vs-romania-4th-match-1384591/full-scorecard
Romania,Switzerland,Switzerland,6 wickets,Marsa,"Jul 13, 2023",T20I # 2134,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/romania-vs-switzerland-3rd-match-1384590/full-scorecard
Malta,Luxembourg,Malta,6 wickets,Marsa,"Jul 13, 2023",T20I # 2133,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-luxembourg-2nd-match-1384589/full-scorecard
Malta,France,France,30 runs,Marsa,"Jul 12, 2023",T20I # 2132,https://www.espncricinfo.com/series/valletta-cup-2023-1384569/malta-vs-france-1st-match-1384588/full-scorecard
France,Luxembourg,France,9 wickets,Marsa,"Jul 12, 2023",T20I # 2131,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/france-vs-luxembourg-6th-match-1384587/full-scorecard
Malta,Luxembourg,Luxembourg,4 wickets,Marsa,"Jul 12, 2023",T20I # 2130,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/malta-vs-luxembourg-5th-match-1384586/full-scorecard
France,Luxembourg,France,51 runs,Marsa,"Jul 11, 2023",T20I # 2129,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/france-vs-luxembourg-4th-match-1384585/full-scorecard
Malta,Luxembourg,Malta,42 runs,Marsa,"Jul 11, 2023",T20I # 2128,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/malta-vs-luxembourg-3rd-match-1384584/full-scorecard
Isle of Man,Austria,no result,-,Castletown,"Jul 10, 2023",T20I # 2127,https://www.espncricinfo.com/series/austria-in-isle-of-man-2023-1383035/isle-of-man-vs-austria-3rd-t20i-1383067/full-scorecard
Malta,France,Malta,4 runs,Marsa,"Jul 10, 2023",T20I # 2126,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/malta-vs-france-2nd-match-1384583/full-scorecard
Malta,France,France,9 runs,Marsa,"Jul 10, 2023",T20I # 2125,https://www.espncricinfo.com/series/mdina-cup-2023-1384560/malta-vs-france-1st-match-1384582/full-scorecard
Isle of Man,Austria,Isle of Man,5 wickets,Castletown,"Jul 9, 2023",T20I # 2124,https://www.espncricinfo.com/series/austria-in-isle-of-man-2023-1383035/isle-of-man-vs-austria-2nd-t20i-1383066/full-scorecard
Isle of Man,Austria,Isle of Man,6 wickets,Castletown,"Jul 9, 2023",T20I # 2123,https://www.espncricinfo.com/series/austria-in-isle-of-man-2023-1383035/isle-of-man-vs-austria-1st-t20i-1383065/full-scorecard
Jersey,Guernsey,Jersey,4 wickets,St Martin,"Jul 8, 2023",T20I # 2122,https://www.espncricinfo.com/series/guernsey-in-jersey-2023-1383032/jersey-vs-guernsey-2nd-match-1383063/full-scorecard
Jersey,Guernsey,Jersey,7 wickets,St Martin,"Jul 7, 2023",T20I # 2121,https://www.espncricinfo.com/series/guernsey-in-jersey-2023-1383032/jersey-vs-guernsey-1st-match-1383062/full-scorecard
Austria,Germany,Germany,8 wickets,Deventer,"Jun 30, 2023",T20I # 2120,https://www.espncricinfo.com/series/germany-in-netherlands-2023-1381441/austria-vs-germany-2nd-t20i-1381452/full-scorecard
Austria,Germany,Germany,6 wickets,Deventer,"Jun 29, 2023",T20I # 2119,https://www.espncricinfo.com/series/austria-in-netherlands-2023-1381440/austria-vs-germany-1st-t20i-1381451/full-scorecard
Bulgaria,Serbia,no result,-,Sofia,"Jun 25, 2023",T20I # 2118,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/bulgaria-vs-serbia-final-1381460/full-scorecard
Luxembourg,Switzerland,Switzerland,8 wickets,Walferdange,"Jun 25, 2023",T20I # 2117,https://www.espncricinfo.com/series/switzerland-in-luxembourg-2023-1381438/luxembourg-vs-switzerland-2nd-t20i-1381450/full-scorecard
Croatia,Turkey,no result,-,Sofia,"Jun 25, 2023",T20I # 2116,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/croatia-vs-turkey-3rd-place-play-off-1381459/full-scorecard
Bulgaria,Turkey,Bulgaria,8 wickets,Sofia,"Jun 24, 2023",T20I # 2115,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/bulgaria-vs-turkey-6th-match-1381458/full-scorecard
Croatia,Serbia,Serbia,9 wickets,Sofia,"Jun 24, 2023",T20I # 2114,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/croatia-vs-serbia-5th-match-1381457/full-scorecard
Luxembourg,Switzerland,Luxembourg,3 wickets,Walferdange,"Jun 24, 2023",T20I # 2113,https://www.espncricinfo.com/series/switzerland-in-luxembourg-2023-1381438/luxembourg-vs-switzerland-1st-t20i-1381449/full-scorecard
Croatia,Turkey,Turkey,8 wickets,Sofia,"Jun 24, 2023",T20I # 2112,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/croatia-vs-turkey-4th-match-1381456/full-scorecard
Bulgaria,Serbia,Serbia,5 wickets,Sofia,"Jun 23, 2023",T20I # 2111,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/bulgaria-vs-serbia-3rd-match-1381455/full-scorecard
Bulgaria,Croatia,Bulgaria,9 wickets,Sofia,"Jun 23, 2023",T20I # 2110,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/bulgaria-vs-croatia-2nd-match-1381454/full-scorecard
Serbia,Turkey,Serbia,70 runs,Sofia,"Jun 23, 2023",T20I # 2109,https://www.espncricinfo.com/series/quadrangular-twenty20-series-bulgaria-2023-1381444/serbia-vs-turkey-1st-match-1381453/full-scorecard
Kenya,Uganda,Uganda,1 run,Nairobi (Gym),"Jun 21, 2023",T20I # 2108,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-uganda-final-1379592/full-scorecard
Rwanda,Uganda,Uganda,94 runs,Nairobi (Gym),"Jun 19, 2023",T20I # 2107,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/rwanda-vs-uganda-18th-match-1379587/full-scorecard
Kenya,Botswana,Kenya,6 wickets,Nairobi (Gym),"Jun 19, 2023",T20I # 2106,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-botswana-17th-match-1379585/full-scorecard
Kenya,Uganda,Uganda,5 wickets,Nairobi (Gym),"Jun 18, 2023",T20I # 2105,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-uganda-16th-match-1379581/full-scorecard
Botswana,Rwanda,Rwanda,7 wickets,Nairobi (Gym),"Jun 18, 2023",T20I # 2104,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-rwanda-15th-match-1379579/full-scorecard
Kenya,Rwanda,Kenya,7 wickets,Nairobi (Gym),"Jun 17, 2023",T20I # 2103,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-rwanda-14th-match-1379576/full-scorecard
Botswana,Uganda,Uganda,7 wickets,Nairobi (Gym),"Jun 17, 2023",T20I # 2102,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-uganda-13th-match-1379575/full-scorecard
Kenya,Botswana,Botswana,30 runs,Nairobi (Gym),"Jun 15, 2023",T20I # 2101,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-botswana-12th-match-1379590/full-scorecard
Rwanda,Uganda,Uganda,7 wickets,Nairobi (Gym),"Jun 15, 2023",T20I # 2100,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/rwanda-vs-uganda-11th-match-1379584/full-scorecard
Kenya,Rwanda,Kenya,7 wickets,Nairobi (Gym),"Jun 14, 2023",T20I # 2099,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-rwanda-10th-match-1379582/full-scorecard
Botswana,Uganda,Uganda,64 runs,Nairobi (Gym),"Jun 14, 2023",T20I # 2098,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-uganda-9th-match-1379583/full-scorecard
Kenya,Uganda,Uganda,47 runs,Nairobi (Gym),"Jun 13, 2023",T20I # 2097,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-uganda-8th-match-1379589/full-scorecard
