Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Match URLs
Botswana,Rwanda,Rwanda,27 runs,Nairobi (Gym),"Jun 13, 2023",T20I # 2096,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-rwanda-7th-match-1379586/full-scorecard
Czech Rep.,Hungary,Czech Rep.,3 wickets,Vinor,"Jun 11, 2023",T20I # 2095,https://www.espncricinfo.com/series/hungary-tour-of-czech-republic-2023-1380579/czech-republic-vs-hungary-3rd-match-1380587/full-scorecard
Rwanda,Uganda,Uganda,8 wickets,Nairobi (Gym),"Jun 11, 2023",T20I # 2094,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/rwanda-vs-uganda-6th-match-1379578/full-scorecard
Germany,Belgium,Germany,8 wickets,Krefeld,"Jun 11, 2023",T20I # 2093,https://www.espncricinfo.com/series/belgium-in-germany-2023-1380577/germany-vs-belgium-4th-t20i-1380584/full-scorecard
Czech Rep.,Hungary,tied,-,Vinor,"Jun 11, 2023",T20I # 2092,https://www.espncricinfo.com/series/hungary-tour-of-czech-republic-2023-1380579/czech-republic-vs-hungary-2nd-match-1380586/full-scorecard
Kenya,Botswana,Kenya,8 wickets,Nairobi (Gym),"Jun 11, 2023",T20I # 2091,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-botswana-5th-match-1379580/full-scorecard
Germany,Belgium,Germany,4 wickets,Krefeld,"Jun 10, 2023",T20I # 2090,https://www.espncricinfo.com/series/belgium-in-germany-2023-1380577/germany-vs-belgium-3rd-t20i-1380583/full-scorecard
Czech Rep.,Hungary,Czech Rep.,9 runs,Vinor,"Jun 10, 2023",T20I # 2089,https://www.espncricinfo.com/series/hungary-tour-of-czech-republic-2023-1380579/czech-republic-vs-hungary-1st-match-1380585/full-scorecard
Kenya,Uganda,Kenya,88 runs,Nairobi (Gym),"Jun 10, 2023",T20I # 2088,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-uganda-4th-match-1379577/full-scorecard
Germany,Belgium,Germany,5 wickets,Krefeld,"Jun 10, 2023",T20I # 2087,https://www.espncricinfo.com/series/belgium-in-germany-2023-1380577/germany-vs-belgium-2nd-t20i-1380582/full-scorecard
Botswana,Rwanda,Botswana,33 runs,Nairobi (Gym),"Jun 10, 2023",T20I # 2086,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-rwanda-3rd-match-1379574/full-scorecard
Germany,Belgium,Germany,6 runs,Krefeld,"Jun 9, 2023",T20I # 2085,https://www.espncricinfo.com/series/belgium-in-germany-2023-1380577/germany-vs-belgium-1st-t20i-1380581/full-scorecard
Botswana,Uganda,Uganda,6 wickets,Nairobi (Gym),"Jun 9, 2023",T20I # 2084,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/botswana-vs-uganda-2nd-match-1379573/full-scorecard
Kenya,Rwanda,Kenya,3 wickets,Nairobi (Gym),"Jun 9, 2023",T20I # 2083,https://www.espncricinfo.com/series/africa-continental-cup-2023-1379384/kenya-vs-rwanda-1st-match-1379572/full-scorecard
Botswana,Mozambique,Botswana,7 wickets,Benoni,"Jun 1, 2023",T20I # 2082,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/botswana-vs-mozambique-9th-match-1378446/full-scorecard
Eswatini,Mozambique,Mozambique,6 wickets,Benoni,"May 30, 2023",T20I # 2081,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/eswatini-vs-mozambique-8th-match-1378445/full-scorecard
Botswana,Malawi,Botswana,100 runs,Benoni,"May 30, 2023",T20I # 2080,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/botswana-vs-malawi-7th-match-1378444/full-scorecard
Botswana,Eswatini,Botswana,107 runs,Benoni,"May 29, 2023",T20I # 2079,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/botswana-vs-eswatini-5th-match-1378442/full-scorecard
Malawi,Mozambique,Malawi,9 wickets,Benoni,"May 28, 2023",T20I # 2078,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/malawi-vs-mozambique-4th-match-1378441/full-scorecard
Eswatini,Malawi,Malawi,53 runs,Benoni,"May 27, 2023",T20I # 2077,https://www.espncricinfo.com/series/southern-africa-cup-2023-1378432/eswatini-vs-malawi-2nd-match-1378439/full-scorecard
Finland,Sweden,tied,-,Glostrup,"May 21, 2023",T20I # 2076,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/finland-vs-sweden-10th-match-1370791/full-scorecard
Finland,Norway,Norway,7 wickets,Glostrup,"May 20, 2023",T20I # 2075,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/finland-vs-norway-9th-match-1370790/full-scorecard
Finland,Sweden,Finland,7 runs,Brondby,"May 20, 2023",T20I # 2074,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/finland-vs-sweden-8th-match-1370789/full-scorecard
Denmark,Finland,Denmark,8 wickets,Brondby,"May 19, 2023",T20I # 2072,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/denmark-vs-finland-6th-match-1370787/full-scorecard
Norway,Sweden,Sweden,53 runs,Glostrup,"May 19, 2023",T20I # 2073,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/norway-vs-sweden-7th-match-1370788/full-scorecard
Denmark,Sweden,Sweden,10 wickets,Brondby,"May 19, 2023",T20I # 2070,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/denmark-vs-sweden-4th-match-1370785/full-scorecard
Finland,Norway,Norway,30 runs,Glostrup,"May 19, 2023",T20I # 2071,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/finland-vs-norway-5th-match-1370786/full-scorecard
Denmark,Finland,Denmark,72 runs,Brondby,"May 18, 2023",T20I # 2068,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/denmark-vs-finland-2nd-match-1370783/full-scorecard
Norway,Sweden,Norway,75 runs,Glostrup,"May 18, 2023",T20I # 2069,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/norway-vs-sweden-3rd-match-1370784/full-scorecard
Denmark,Norway,Denmark,9 wickets,Brondby,"May 18, 2023",T20I # 2067,https://www.espncricinfo.com/series/nordic-t20-cup-2023-1370766/denmark-vs-norway-1st-match-1370782/full-scorecard
Cambodia,Malaysia,Cambodia,12 runs,Phnom Penh,"May 11, 2023",T20I # 2066,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/cambodia-vs-malaysia-final-1370799/full-scorecard
Indonesia,Singapore,Singapore,15 runs,Phnom Penh,"May 11, 2023",T20I # 2065,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/indonesia-vs-singapore-3rd-place-play-off-1370798/full-scorecard
Cambodia,Philippines,Cambodia,8 runs,Phnom Penh,"May 10, 2023",T20I # 2064,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/cambodia-vs-philippines-6th-match-group-b-1370793/full-scorecard
Gibraltar,Malta,Malta,1 run,Gibraltar,"May 7, 2023",T20I # 2063,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-malta-9th-match-1367731/full-scorecard
Gibraltar,Portugal,Portugal,1 wicket,Gibraltar,"May 7, 2023",T20I # 2062,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-portugal-8th-match-1367732/full-scorecard
Malta,Portugal,Portugal,7 wickets,Gibraltar,"May 6, 2023",T20I # 2061,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/malta-vs-portugal-7th-match-1367733/full-scorecard
Gibraltar,Portugal,Portugal,9 wickets,Gibraltar,"May 6, 2023",T20I # 2060,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-portugal-6th-match-1367728/full-scorecard
Gibraltar,Malta,Gibraltar,80 runs,Gibraltar,"May 6, 2023",T20I # 2059,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-malta-5th-match-1367730/full-scorecard
Gibraltar,Malta,Gibraltar,43 runs,Gibraltar,"May 5, 2023",T20I # 2058,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-malta-4th-match-1367727/full-scorecard
Malta,Portugal,Portugal,17 runs,Gibraltar,"May 5, 2023",T20I # 2057,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/malta-vs-portugal-3rd-match-1367729/full-scorecard
Gibraltar,Portugal,Portugal,7 wickets,Gibraltar,"May 4, 2023",T20I # 2056,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/gibraltar-vs-portugal-2nd-match-1367725/full-scorecard
Malta,Portugal,Portugal,84 runs,Gibraltar,"May 4, 2023",T20I # 2055,https://www.espncricinfo.com/series/gibraltar-tri-nation-t20i-series-2023-1367717/malta-vs-portugal-1st-match-1367726/full-scorecard
Cambodia,Singapore,Cambodia,15 runs,Phnom Penh,"May 4, 2023",T20I # 2054,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/cambodia-vs-singapore-5th-match-group-b-1370796/full-scorecard
Malaysia,Thailand,Malaysia,8 wickets,Phnom Penh,"May 4, 2023",T20I # 2053,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/malaysia-vs-thailand-4th-match-group-a-1370795/full-scorecard
Philippines,Singapore,Singapore,87 runs,Phnom Penh,"May 3, 2023",T20I # 2052,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/philippines-vs-singapore-3rd-match-group-b-1370794/full-scorecard
Indonesia,Malaysia,Malaysia,94 runs,Phnom Penh,"May 2, 2023",T20I # 2051,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/indonesia-vs-malaysia-2nd-match-group-a-1370797/full-scorecard
Indonesia,Thailand,Indonesia,32 runs,Phnom Penh,"May 1, 2023",T20I # 2050,https://www.espncricinfo.com/series/sea-games-men-s-twenty20-cricket-competition-2023-1370773/indonesia-vs-thailand-1st-match-group-a-1370792/full-scorecard
Pakistan,New Zealand,New Zealand,6 wickets,Rawalpindi,"Apr 24, 2023",T20I # 2049,https://www.espncricinfo.com/series/new-zealand-in-pakistan-2023-1339583/pakistan-vs-new-zealand-5th-t20i-1339618/full-scorecard
Pakistan,New Zealand,no result,-,Rawalpindi,"Apr 20, 2023",T20I # 2048,https://www.espncricinfo.com/series/new-zealand-in-pakistan-2023-1339583/pakistan-vs-new-zealand-4th-t20i-1339617/full-scorecard
Pakistan,New Zealand,New Zealand,4 runs,Lahore,"Apr 17, 2023",T20I # 2047,https://www.espncricinfo.com/series/new-zealand-in-pakistan-2023-1339583/pakistan-vs-new-zealand-3rd-t20i-1339616/full-scorecard
Pakistan,New Zealand,Pakistan,38 runs,Lahore,"Apr 15, 2023",T20I # 2046,https://www.espncricinfo.com/series/new-zealand-in-pakistan-2023-1339583/pakistan-vs-new-zealand-2nd-t20i-1339615/full-scorecard
Pakistan,New Zealand,Pakistan,88 runs,Lahore,"Apr 14, 2023",T20I # 2045,https://www.espncricinfo.com/series/new-zealand-in-pakistan-2023-1339583/pakistan-vs-new-zealand-1st-t20i-1339614/full-scorecard
Portugal,Gibraltar,Portugal,5 wickets,Albergaria,"Apr 11, 2023",T20I # 2044,https://www.espncricinfo.com/series/gibraltar-in-portugal-2023-1367715/portugal-vs-gibraltar-3rd-t20i-1367724/full-scorecard
Portugal,Gibraltar,Portugal,5 wickets,Albergaria,"Apr 11, 2023",T20I # 2043,https://www.espncricinfo.com/series/gibraltar-in-portugal-2023-1367715/portugal-vs-gibraltar-2nd-t20i-1367723/full-scorecard
Portugal,Gibraltar,Portugal,124 runs,Albergaria,"Apr 10, 2023",T20I # 2042,https://www.espncricinfo.com/series/gibraltar-in-portugal-2023-1367715/portugal-vs-gibraltar-1st-t20i-1367722/full-scorecard
New Zealand,Sri Lanka,New Zealand,4 wickets,Queenstown,"Apr 8, 2023",T20I # 2041,https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-2022-23-1322351/new-zealand-vs-sri-lanka-3rd-t20i-1322364/full-scorecard
New Zealand,Sri Lanka,New Zealand,9 wickets,Dunedin,"Apr 5, 2023",T20I # 2040,https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-2022-23-1322351/new-zealand-vs-sri-lanka-2nd-t20i-1322363/full-scorecard
New Zealand,Sri Lanka,tied,-,Auckland,"Apr 2, 2023",T20I # 2039,https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-2022-23-1322351/new-zealand-vs-sri-lanka-1st-t20i-1322362/full-scorecard
Bangladesh,Ireland,Ireland,7 wickets,Chattogram,"Mar 31, 2023",T20I # 2038,https://www.espncricinfo.com/series/ireland-in-bangladesh-2022-23-1355710/bangladesh-vs-ireland-3rd-t20i-1355722/full-scorecard
Bangladesh,Ireland,Bangladesh,77 runs,Chattogram,"Mar 29, 2023",T20I # 2037,https://www.espncricinfo.com/series/ireland-in-bangladesh-2022-23-1355710/bangladesh-vs-ireland-2nd-t20i-1355721/full-scorecard
South Africa,West Indies,West Indies,7 runs,Johannesburg,"Mar 28, 2023",T20I # 2036,https://www.espncricinfo.com/series/west-indies-in-south-africa-2022-23-1339568/south-africa-vs-west-indies-3rd-t20i-1339606/full-scorecard
Afghanistan,Pakistan,Pakistan,66 runs,Sharjah,"Mar 27, 2023",T20I # 2035,https://www.espncricinfo.com/series/afghanistan-v-pakistan-2022-23-1362810/afghanistan-vs-pakistan-3rd-t20i-1362817/full-scorecard
Bangladesh,Ireland,Bangladesh,22 runs,Chattogram,"Mar 27, 2023",T20I # 2034,https://www.espncricinfo.com/series/ireland-in-bangladesh-2022-23-1355710/bangladesh-vs-ireland-1st-t20i-1355720/full-scorecard
Afghanistan,Pakistan,Afghanistan,7 wickets,Sharjah,"Mar 26, 2023",T20I # 2033,https://www.espncricinfo.com/series/afghanistan-v-pakistan-2022-23-1362810/afghanistan-vs-pakistan-2nd-t20i-1362816/full-scorecard
South Africa,West Indies,South Africa,6 wickets,Centurion,"Mar 26, 2023",T20I # 2032,https://www.espncricinfo.com/series/west-indies-in-south-africa-2022-23-1339568/south-africa-vs-west-indies-2nd-t20i-1339605/full-scorecard
South Africa,West Indies,West Indies,3 wickets,Centurion,"Mar 25, 2023",T20I # 2031,https://www.espncricinfo.com/series/west-indies-in-south-africa-2022-23-1339568/south-africa-vs-west-indies-1st-t20i-1339604/full-scorecard
Afghanistan,Pakistan,Afghanistan,6 wickets,Sharjah,"Mar 24, 2023",T20I # 2030,https://www.espncricinfo.com/series/afghanistan-v-pakistan-2022-23-1362810/afghanistan-vs-pakistan-1st-t20i-1362815/full-scorecard
Fiji,Samoa,Fiji,22 runs,Suva,"Mar 18, 2023",T20I # 2029,https://www.espncricinfo.com/series/pacific-island-men-cricket-challenge-2022-23-1362239/fiji-vs-samoa-3rd-place-play-off-1363552/full-scorecard
Fiji,Vanuatu,Vanuatu,26 runs,Suva,"Mar 17, 2023",T20I # 2028,https://www.espncricinfo.com/series/pacific-island-men-cricket-challenge-2022-23-1362239/fiji-vs-vanuatu-1st-semi-final-1363550/full-scorecard
Fiji,Vanuatu,Vanuatu,102 runs,Suva,"Mar 16, 2023",T20I # 2027,https://www.espncricinfo.com/series/pacific-island-men-cricket-challenge-2022-23-1362239/fiji-vs-vanuatu-10th-match-1362245/full-scorecard
Bangladesh,England,Bangladesh,16 runs,Mirpur,"Mar 14, 2023",T20I # 2026,https://www.espncricinfo.com/series/england-in-bangladesh-2022-23-1351394/bangladesh-vs-england-3rd-t20i-1351402/full-scorecard
Fiji,Samoa,Fiji,66 runs,Suva,"Mar 14, 2023",T20I # 2025,https://www.espncricinfo.com/series/pacific-island-men-cricket-challenge-2022-23-1362239/fiji-vs-samoa-6th-match-1362244/full-scorecard
Samoa,Vanuatu,Vanuatu,17 runs,Suva,"Mar 13, 2023",T20I # 2024,https://www.espncricinfo.com/series/pacific-island-men-cricket-challenge-2022-23-1362239/samoa-vs-vanuatu-4th-match-1362243/full-scorecard
Bangladesh,England,Bangladesh,4 wickets,Mirpur,"Mar 12, 2023",T20I # 2023,https://www.espncricinfo.com/series/england-in-bangladesh-2022-23-1351394/bangladesh-vs-england-2nd-t20i-1351401/full-scorecard
Hong Kong,Malaysia,Hong Kong,39 runs,Mong Kok,"Mar 12, 2023",T20I # 2022,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/hong-kong-vs-malaysia-final-1362242/full-scorecard
Bahrain,Kuwait,Kuwait,6 wickets,Mong Kok,"Mar 12, 2023",T20I # 2021,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/bahrain-vs-kuwait-3rd-place-play-off-1361776/full-scorecard
Hong Kong,Malaysia,Hong Kong,4 wickets,Mong Kok,"Mar 11, 2023",T20I # 2020,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/hong-kong-vs-malaysia-6th-match-1361775/full-scorecard
Bahrain,Kuwait,Bahrain,4 wickets,Mong Kok,"Mar 11, 2023",T20I # 2019,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/bahrain-vs-kuwait-5th-match-1361774/full-scorecard
Bangladesh,England,Bangladesh,6 wickets,Chattogram,"Mar 9, 2023",T20I # 2018,https://www.espncricinfo.com/series/england-in-bangladesh-2022-23-1351394/bangladesh-vs-england-1st-t20i-1351400/full-scorecard
Hong Kong,Kuwait,Hong Kong,11 runs,Mong Kok,"Mar 9, 2023",T20I # 2017,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/hong-kong-vs-kuwait-4th-match-1361773/full-scorecard
Bahrain,Malaysia,Malaysia,53 runs,Mong Kok,"Mar 9, 2023",T20I # 2016,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/bahrain-vs-malaysia-3rd-match-1361772/full-scorecard
Hong Kong,Bahrain,Hong Kong,15 runs,Mong Kok,"Mar 8, 2023",T20I # 2015,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/hong-kong-vs-bahrain-2nd-match-1361771/full-scorecard
Kuwait,Malaysia,Malaysia,3 wickets,Mong Kok,"Mar 8, 2023",T20I # 2014,https://www.espncricinfo.com/series/quadrangular-twenty20-series-hong-kong-2022-23-1361762/kuwait-vs-malaysia-1st-match-1361770/full-scorecard
Argentina,Cayman Is,Cayman Is,3 wickets,Buenos Aires,"Mar 4, 2023",T20I # 2013,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/argentina-vs-cayman-islands-10th-match-1359802/full-scorecard
Bahamas,Bermuda,Bermuda,9 wickets,Buenos Aires,"Mar 4, 2023",T20I # 2012,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/bahamas-vs-bermuda-9th-match-1359800/full-scorecard
Argentina,Bahamas,Argentina,43 runs,Buenos Aires,"Mar 2, 2023",T20I # 2011,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/argentina-vs-bahamas-8th-match-1359798/full-scorecard
Cayman Is,Panama,Cayman Is,12 runs,Buenos Aires,"Mar 2, 2023",T20I # 2010,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/cayman-islands-vs-panama-7th-match-1359799/full-scorecard
Bermuda,Panama,Bermuda,60 runs,Buenos Aires,"Feb 28, 2023",T20I # 2009,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/bermuda-vs-panama-6th-match-1359789/full-scorecard
Bahamas,Cayman Is,Cayman Is,31 runs,Buenos Aires,"Feb 28, 2023",T20I # 2008,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/bahamas-vs-cayman-islands-5th-match-1359788/full-scorecard
Argentina,Bermuda,Bermuda,110 runs,Buenos Aires,"Feb 26, 2023",T20I # 2007,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/argentina-vs-bermuda-4th-match-1359793/full-scorecard
Bahamas,Panama,Bahamas,4 wickets,Buenos Aires,"Feb 26, 2023",T20I # 2006,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/bahamas-vs-panama-3rd-match-1359792/full-scorecard
Spain,Isle of Man,Spain,10 wickets,Cartagena,"Feb 26, 2023",T20I # 2005,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-6th-t20i-1354803/full-scorecard
Spain,Isle of Man,Spain,7 wickets,Cartagena,"Feb 26, 2023",T20I # 2004,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-5th-t20i-1354802/full-scorecard
Bermuda,Cayman Is,Bermuda,96 runs,Buenos Aires,"Feb 25, 2023",T20I # 2003,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/bermuda-vs-cayman-islands-2nd-match-1359795/full-scorecard
Argentina,Panama,Panama,53 runs,Buenos Aires,"Feb 25, 2023",T20I # 2002,https://www.espncricinfo.com/series/icc-men-s-t20-world-cup-americas-region-qualifier-2022-23-1359778/argentina-vs-panama-1st-match-1359794/full-scorecard
Spain,Isle of Man,Spain,6 wickets,Cartagena,"Feb 25, 2023",T20I # 2001,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-4th-t20i-1354801/full-scorecard
Spain,Isle of Man,Spain,8 wickets,Cartagena,"Feb 25, 2023",T20I # 2000,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-3rd-t20i-1354800/full-scorecard
Spain,Isle of Man,no result,-,Cartagena,"Feb 24, 2023",T20I # 1999,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-2nd-t20i-1354799/full-scorecard
Spain,Isle of Man,Spain,81 runs,Cartagena,"Feb 24, 2023",T20I # 1998,https://www.espncricinfo.com/series/isle-of-man-in-spain-2022-23-1354796/spain-vs-isle-of-man-1st-t20i-1354798/full-scorecard
Argentina,Bermuda,Bermuda,107 runs,Buenos Aires,"Feb 22, 2023",T20I # 1997,https://www.espncricinfo.com/series/bermuda-in-argentina-2022-23-1359782/argentina-vs-bermuda-2nd-t20i-1359787/full-scorecard
Argentina,Bermuda,Bermuda,6 wickets,Buenos Aires,"Feb 21, 2023",T20I # 1996,https://www.espncricinfo.com/series/bermuda-in-argentina-2022-23-1359782/argentina-vs-bermuda-1st-t20i-1359786/full-scorecard
U.A.E.,Afghanistan,Afghanistan,6 wickets,Abu Dhabi,"Feb 19, 2023",T20I # 1995,https://www.espncricinfo.com/series/afghanistan-in-united-arab-emirates-2022-23-1357674/united-arab-emirates-vs-afghanistan-3rd-t20i-1357696/full-scorecard
U.A.E.,Afghanistan,U.A.E.,9 wickets,Abu Dhabi,"Feb 18, 2023",T20I # 1994,https://www.espncricinfo.com/series/afghanistan-in-united-arab-emirates-2022-23-1357674/united-arab-emirates-vs-afghanistan-2nd-t20i-1357695/full-scorecard
U.A.E.,Afghanistan,Afghanistan,5 wickets,Abu Dhabi,"Feb 16, 2023",T20I # 1993,https://www.espncricinfo.com/series/afghanistan-in-united-arab-emirates-2022-23-1357674/united-arab-emirates-vs-afghanistan-1st-t20i-1357694/full-scorecard
India,New Zealand,India,168 runs,Ahmedabad,"Feb 1, 2023",T20I # 1992,https://www.espncricinfo.com/series/new-zealand-in-india-2022-23-1348633/india-vs-new-zealand-3rd-t20i-1348651/full-scorecard
India,New Zealand,India,6 wickets,Lucknow,"Jan 29, 2023",T20I # 1991,https://www.espncricinfo.com/series/new-zealand-in-india-2022-23-1348633/india-vs-new-zealand-2nd-t20i-1348650/full-scorecard
India,New Zealand,New Zealand,21 runs,Ranchi,"Jan 27, 2023",T20I # 1990,https://www.espncricinfo.com/series/new-zealand-in-india-2022-23-1348633/india-vs-new-zealand-1st-t20i-1348649/full-scorecard
Zimbabwe,Ireland,Zimbabwe,4 wickets,Harare,"Jan 15, 2023",T20I # 1989,https://www.espncricinfo.com/series/ireland-in-zimbabwe-2022-23-1348320/zimbabwe-vs-ireland-3rd-t20i-1348325/full-scorecard
Zimbabwe,Ireland,Ireland,6 wickets,Harare,"Jan 14, 2023",T20I # 1988,https://www.espncricinfo.com/series/ireland-in-zimbabwe-2022-23-1348320/zimbabwe-vs-ireland-2nd-t20i-1348324/full-scorecard
Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,"Jan 12, 2023",T20I # 1987,https://www.espncricinfo.com/series/ireland-in-zimbabwe-2022-23-1348320/zimbabwe-vs-ireland-1st-t20i-1348323/full-scorecard
India,Sri Lanka,India,91 runs,Rajkot,"Jan 7, 2023",T20I # 1986,https://www.espncricinfo.com/series/sri-lanka-in-india-2022-23-1348629/india-vs-sri-lanka-3rd-t20i-1348642/full-scorecard
India,Sri Lanka,Sri Lanka,16 runs,Pune,"Jan 5, 2023",T20I # 1985,https://www.espncricinfo.com/series/sri-lanka-in-india-2022-23-1348629/india-vs-sri-lanka-2nd-t20i-1348641/full-scorecard
India,Sri Lanka,India,2 runs,Wankhede,"Jan 3, 2023",T20I # 1984,https://www.espncricinfo.com/series/sri-lanka-in-india-2022-23-1348629/india-vs-sri-lanka-1st-t20i-1348640/full-scorecard
